Kaynak_IP,Hedef_IP,Protokol,Kaynak_Port,Hedef_Port,Akis_Paket_Sayisi,Ort_Paket_Uzunlugu,Min_Paket_Uzunlugu,Max_Paket_Uzunlugu,Tekil_Protokol_Sayisi,Akis_Kumesi
0.0.0.0,224.0.0.1,Diğer,Yok,Yok,5,46.0,46,46,1,1
10.255.255.12,192.168.1.166,ICMP,Yok,Yok,10,127.0,120,134,1,1
100.24.112.119,192.168.1.166,TCP,443,52021,12,442.4166666666667,54,1454,1,2
100.27.77.180,192.168.1.166,TCP,443,56558,28,773.0714285714286,54,1454,1,2
100.64.0.1,192.168.1.166,ICMP,Yok,Yok,6,134.0,134,134,1,1
104.103.92.163,192.168.1.166,TCP,443,65429,11,536.1818181818181,54,1454,1,2
104.16.143.237,192.168.1.166,TCP,443,49181,5241,1165.8439229154742,54,1454,1,2
104.16.143.237,192.168.1.166,TCP,443,49182,8,562.625,54,1454,1,2
104.16.143.237,192.168.1.166,TCP,443,49183,10,458.7,54,1454,1,2
104.16.143.237,192.168.1.166,TCP,443,50429,136,715.7352941176471,54,1454,1,2
104.16.143.237,192.168.1.166,TCP,443,56575,9,506.3333333333333,54,1454,1,2
104.16.74.19,192.168.1.166,TCP,443,56544,9,500.8888888888889,54,1454,1,2
104.16.74.19,192.168.1.166,TCP,443,56545,16,311.25,54,1454,1,2
104.16.74.19,192.168.1.166,TCP,443,56546,2361,1391.570097416349,54,1454,1,2
104.16.74.19,192.168.1.166,TCP,443,56547,167,1270.443113772455,54,1454,1,2
104.16.74.19,192.168.1.166,TCP,443,56552,9,498.8888888888889,54,1454,1,2
104.16.74.19,192.168.1.166,TCP,443,56553,9,499.55555555555554,54,1454,1,2
104.16.74.19,192.168.1.166,TCP,443,56554,1941,1346.6723338485317,54,1454,1,2
104.16.74.19,192.168.1.166,TCP,443,56555,10,458.2,54,1454,1,2
104.16.74.19,192.168.1.166,TCP,443,56556,9,498.8888888888889,54,1454,1,2
104.16.75.19,192.168.1.166,TCP,443,50428,296,1284.3783783783783,54,1454,1,2
104.16.75.19,192.168.1.166,TCP,443,56557,728,1231.728021978022,54,1454,1,2
104.16.75.19,192.168.1.166,TCP,443,56560,10,456.2,54,1454,1,2
104.16.75.19,192.168.1.166,TCP,443,56561,9,500.77777777777777,54,1454,1,2
104.16.75.19,192.168.1.166,TCP,443,56562,9,498.44444444444446,54,1454,1,2
104.16.75.19,192.168.1.166,TCP,443,56563,8,554.0,54,1454,1,2
104.16.75.19,192.168.1.166,TCP,443,56564,9,498.55555555555554,54,1454,1,2
104.16.75.19,192.168.1.166,TCP,443,56565,9,500.8888888888889,54,1454,1,2
104.17.25.14,192.168.1.166,TCP,443,65473,124,1087.6290322580646,54,1454,1,2
104.17.25.14,192.168.1.166,TCP,443,65474,10,458.0,54,1454,1,2
104.17.25.14,192.168.1.166,TCP,443,65475,3,58.0,54,66,1,1
104.17.25.14,192.168.1.166,UDP,443,49942,12,607.3333333333334,68,1242,1,2
104.17.25.14,192.168.1.166,UDP,443,56869,11,656.8181818181819,68,1242,1,2
104.17.91.187,192.168.1.166,TCP,443,61658,14,418.85714285714283,54,1454,1,2
104.18.10.200,192.168.1.166,TCP,443,55753,18,334.94444444444446,54,1435,1,2
104.18.11.200,192.168.1.166,TCP,443,50242,10,196.9,54,1435,1,2
104.18.11.200,192.168.1.166,TCP,443,56582,14,271.7142857142857,54,1429,1,2
104.18.11.200,192.168.1.166,TCP,443,64646,17,182.94117647058823,54,1435,1,2
104.18.32.137,192.168.1.166,TCP,443,49169,17,322.2352941176471,54,1454,1,2
104.18.41.33,192.168.1.166,TCP,443,49156,42,547.4761904761905,54,1454,1,2
104.18.41.33,192.168.1.166,TCP,443,49157,8,522.625,54,1454,1,2
104.18.41.33,192.168.1.166,TCP,443,49158,9,470.6666666666667,54,1454,1,2
104.18.41.33,192.168.1.166,TCP,443,49159,9,470.77777777777777,54,1454,1,2
104.18.41.33,192.168.1.166,TCP,443,49160,9,470.55555555555554,54,1454,1,2
104.18.41.33,192.168.1.166,TCP,443,49161,9,468.22222222222223,54,1454,1,2
104.18.41.33,192.168.1.166,UDP,443,51455,11,729.4545454545455,69,1242,1,2
104.18.41.41,192.168.1.166,UDP,443,52917,13,720.2307692307693,68,1242,1,2
104.18.43.79,192.168.1.166,TCP,443,65530,606,1249.556105610561,54,1454,1,2
104.18.43.79,192.168.1.166,TCP,443,65531,9,471.44444444444446,54,1454,1,2
104.18.86.42,192.168.1.166,TCP,443,49165,161,1137.8819875776398,54,1454,1,2
104.18.86.42,192.168.1.166,TCP,443,49166,8,554.875,54,1454,1,2
104.18.86.42,192.168.1.166,TCP,443,56542,1021,1384.1596474045054,54,1454,1,2
104.18.86.42,192.168.1.166,TCP,443,56543,9,499.3333333333333,54,1454,1,2
104.21.27.152,192.168.1.166,TCP,443,56570,24,579.6666666666666,54,1454,1,2
108.157.52.103,192.168.1.166,TCP,443,50385,19,405.3157894736842,54,1454,1,2
108.157.52.22,192.168.1.166,TCP,443,58908,12,714.75,54,1454,1,2
108.157.60.7,192.168.1.166,TCP,443,56577,325,1278.8492307692309,54,1454,1,2
108.166.240.33,192.168.1.166,ICMP,Yok,Yok,3,134.0,134,134,1,1
108.177.96.154,192.168.1.166,TCP,443,50369,18,431.6666666666667,54,1454,1,2
108.177.96.154,192.168.1.166,UDP,443,53582,10,537.0,69,1294,1,2
108.177.96.156,192.168.1.166,TCP,443,56597,18,436.44444444444446,54,1454,1,2
108.177.96.156,192.168.1.166,UDP,443,50785,14,639.9285714285714,69,1294,1,2
108.177.96.156,192.168.1.166,UDP,443,50786,13,727.3846153846154,66,1294,1,2
108.177.96.156,192.168.1.166,UDP,443,55624,10,868.2,68,1294,1,2
108.177.96.156,192.168.1.166,UDP,443,60342,11,548.2727272727273,69,1294,1,2
13.107.136.10,192.168.1.166,TCP,443,65432,13,741.9230769230769,54,1454,1,2
13.107.136.10,192.168.1.166,TCP,443,65433,20,615.35,54,1454,1,2
13.107.136.10,192.168.1.166,TCP,443,65434,17,712.8823529411765,54,1454,1,2
13.107.136.10,192.168.1.166,TCP,443,65435,16,753.9375,54,1454,1,2
13.107.136.10,192.168.1.166,TCP,443,65436,19,643.6842105263158,54,1454,1,2
13.107.136.10,192.168.1.166,TCP,443,65437,19,643.1052631578947,54,1454,1,2
13.107.136.10,192.168.1.166,TCP,443,65438,17,712.7647058823529,54,1454,1,2
13.107.136.10,192.168.1.166,TCP,443,65439,16,753.5625,54,1454,1,2
13.107.213.60,192.168.1.166,TCP,443,50368,19,376.05263157894734,54,1454,1,2
13.107.246.44,192.168.1.166,TCP,443,58782,19,366.57894736842104,54,1454,1,2
13.107.246.44,192.168.1.166,TCP,443,65442,16,633.875,54,1454,1,2
13.107.246.45,192.168.1.166,TCP,443,65441,16,620.0,54,1454,1,2
13.107.5.80,192.168.1.166,TCP,443,58027,25,513.36,54,1454,1,2
142.250.184.131,192.168.1.166,TCP,443,49364,8,686.125,54,1454,1,2
142.250.184.131,192.168.1.166,UDP,443,59348,94,1092.8191489361702,66,1292,1,2
142.250.184.136,192.168.1.166,TCP,443,61656,11,523.2727272727273,54,1454,1,2
142.250.184.136,192.168.1.166,TCP,443,61657,17,366.8235294117647,54,1454,1,2
142.250.184.136,192.168.1.166,UDP,443,52952,268,1212.865671641791,67,1294,1,2
142.250.184.136,192.168.1.166,UDP,443,59895,387,1237.9147286821706,68,1294,1,2
142.250.184.138,192.168.1.166,TCP,443,59061,1,54.0,54,54,1,1
142.250.184.142,192.168.1.166,TCP,443,50341,141,1104.0425531914893,54,1454,1,2
142.250.184.142,192.168.1.166,UDP,443,54131,92,540.1413043478261,68,1294,1,2
142.250.186.67,192.168.1.166,TCP,443,50432,140,1335.4357142857143,54,1454,1,2
142.250.186.67,192.168.1.166,UDP,443,62787,166,956.1987951807229,67,1294,1,2
142.250.187.104,192.168.1.166,TCP,443,50333,15,184.86666666666667,54,1454,1,2
142.250.187.104,192.168.1.166,TCP,443,56569,141,1332.3475177304965,54,1454,1,2
142.250.187.104,192.168.1.166,TCP,443,65496,11,523.1818181818181,54,1454,1,2
142.250.187.104,192.168.1.166,TCP,443,65497,19,337.7894736842105,54,1454,1,2
142.250.187.104,192.168.1.166,TCP,443,65532,119,1329.2100840336134,54,1454,1,2
142.250.187.104,192.168.1.166,UDP,443,51458,9,588.4444444444445,70,1294,1,2
142.250.187.104,192.168.1.166,UDP,443,54828,2085,1259.0340527577937,66,1294,1,2
142.250.187.104,192.168.1.166,UDP,443,60844,14,434.57142857142856,69,1294,1,2
142.250.187.104,192.168.1.166,UDP,443,61119,15,388.26666666666665,66,1294,1,2
142.250.187.104,192.168.1.166,UDP,443,62167,1908,1257.7819706498951,66,1294,1,2
142.250.187.104,192.168.1.166,UDP,443,64220,276,1212.4891304347825,70,1294,1,2
142.250.187.106,192.168.1.166,TCP,443,65534,37,1043.6216216216217,54,1454,1,2
142.250.187.106,192.168.1.166,UDP,443,51457,9,814.3333333333334,68,1294,1,2
142.250.187.174,192.168.1.166,TCP,443,50337,33,675.939393939394,54,1454,1,2
142.250.187.174,192.168.1.166,TCP,443,50441,11,698.5454545454545,54,1454,1,2
142.250.187.174,192.168.1.166,TCP,443,50443,31,333.38709677419354,54,1454,1,2
142.250.187.174,192.168.1.166,TCP,443,50444,13,601.1538461538462,54,1454,1,2
142.250.187.174,192.168.1.166,TCP,443,50445,12,644.8333333333334,54,1454,1,2
142.250.187.174,192.168.1.166,TCP,443,52682,10,760.0,54,1454,1,2
142.250.187.174,192.168.1.166,TCP,443,55785,25,668.04,54,1454,1,2
142.250.187.174,192.168.1.166,UDP,443,61512,261,1196.8850574712644,68,1294,1,2
142.250.187.174,192.168.1.166,UDP,443,63126,21,503.8095238095238,65,1292,1,2
142.250.187.174,192.168.1.166,UDP,443,63710,10,813.2,68,1294,1,2
142.250.187.174,192.168.1.166,UDP,443,64762,10,812.6,68,1294,1,2
142.250.60.187,192.168.1.166,ICMP,Yok,Yok,3,134.0,134,134,1,1
142.251.140.10,192.168.1.166,TCP,443,50407,17,654.1176470588235,54,1454,1,2
142.251.140.10,192.168.1.166,TCP,443,50427,19,593.8421052631579,54,1454,1,2
142.251.140.10,192.168.1.166,UDP,443,50412,24,406.2916666666667,66,1294,1,2
142.251.140.10,192.168.1.166,UDP,443,54827,18,549.2222222222222,68,1294,1,2
142.251.140.10,192.168.1.166,UDP,443,54830,14,605.3571428571429,66,1294,1,2
142.251.140.10,192.168.1.166,UDP,443,62782,21,402.2857142857143,69,1294,1,2
142.251.140.10,192.168.1.166,UDP,443,62784,21,312.6190476190476,66,1294,1,2
142.251.140.2,192.168.1.166,TCP,443,49172,9,521.3333333333334,54,1454,1,2
142.251.140.35,192.168.1.166,TCP,80,51960,8,166.5,54,277,1,1
142.251.140.42,192.168.1.166,TCP,443,50450,10,547.8,54,1454,1,2
142.251.140.42,192.168.1.166,TCP,443,52869,2,54.0,54,54,1,1
142.251.140.42,192.168.1.166,TCP,443,56836,135,509.3851851851852,54,1454,1,2
142.251.140.42,192.168.1.166,TCP,443,65467,21,546.4761904761905,54,1454,1,2
142.251.140.42,192.168.1.166,UDP,443,50062,14,437.7142857142857,68,1294,1,2
142.251.140.42,192.168.1.166,UDP,443,58634,13,463.84615384615387,70,1294,1,2
142.251.140.42,192.168.1.166,UDP,443,64147,11,681.6363636363636,68,1294,1,2
142.251.140.42,192.168.1.166,UDP,443,64545,14,623.8571428571429,68,1294,1,2
142.251.140.42,192.168.1.166,UDP,443,64546,14,603.7857142857143,66,1294,1,2
142.251.140.46,192.168.1.166,TCP,443,49179,12,644.8333333333334,54,1454,1,2
142.251.140.46,192.168.1.166,TCP,443,49180,28,355.0,54,1454,1,2
142.251.140.46,192.168.1.166,TCP,443,50340,9,769.8888888888889,54,1454,1,2
142.251.140.46,192.168.1.166,TCP,443,50392,12,644.8333333333334,54,1454,1,2
142.251.140.46,192.168.1.166,TCP,443,50393,22,396.1363636363636,54,1454,1,2
142.251.140.46,192.168.1.166,TCP,443,50416,26,833.4615384615385,54,1454,1,2
142.251.140.46,192.168.1.166,TCP,443,50425,22,616.6363636363636,54,1454,1,2
142.251.140.46,192.168.1.166,TCP,443,50431,12,644.9166666666666,54,1454,1,2
142.251.140.46,192.168.1.166,TCP,443,50468,11,698.5454545454545,54,1454,1,2
142.251.140.46,192.168.1.166,TCP,443,59438,10,812.3,54,1454,1,2
142.251.140.46,192.168.1.166,TCP,443,65469,19,435.36842105263156,54,1454,1,2
142.251.140.46,192.168.1.166,TCP,443,65526,32,334.15625,54,1454,1,2
142.251.140.46,192.168.1.166,TCP,443,65527,12,644.75,54,1454,1,2
142.251.140.46,192.168.1.166,UDP,443,50787,12,691.8333333333334,68,1294,1,2
142.251.140.46,192.168.1.166,UDP,443,50789,9,588.8888888888889,70,1294,1,2
142.251.140.46,192.168.1.166,UDP,443,51182,12,692.25,68,1294,1,2
142.251.140.46,192.168.1.166,UDP,443,52245,142,380.63380281690144,66,1294,1,2
142.251.140.46,192.168.1.166,UDP,443,52246,12,691.1666666666666,68,1294,1,2
142.251.140.46,192.168.1.166,UDP,443,52599,9,588.4444444444445,70,1294,1,2
142.251.140.46,192.168.1.166,UDP,443,52951,12,692.8333333333334,68,1294,1,2
142.251.140.46,192.168.1.166,UDP,443,52954,12,691.5,68,1294,1,2
142.251.140.46,192.168.1.166,UDP,443,52955,12,691.6666666666666,68,1294,1,2
142.251.140.46,192.168.1.166,UDP,443,53391,11,748.7272727272727,84,1294,1,2
142.251.140.46,192.168.1.166,UDP,443,54621,1685,1017.1679525222552,67,1294,1,2
142.251.140.46,192.168.1.166,UDP,443,54622,39,278.15384615384613,66,1294,1,2
142.251.140.46,192.168.1.166,UDP,443,55082,9,893.0,68,1294,1,2
142.251.140.46,192.168.1.166,UDP,443,55084,12,691.5833333333334,68,1294,1,2
142.251.140.46,192.168.1.166,UDP,443,56414,12,692.0,68,1294,1,2
142.251.140.46,192.168.1.166,UDP,443,58635,13,456.46153846153845,70,1294,1,2
142.251.140.46,192.168.1.166,UDP,443,58980,12,692.3333333333334,68,1294,1,2
142.251.140.46,192.168.1.166,UDP,443,59684,12,691.9166666666666,68,1294,1,2
142.251.140.46,192.168.1.166,UDP,443,61058,23,954.695652173913,66,1292,1,2
142.251.140.46,192.168.1.166,UDP,443,62786,12,691.9166666666666,68,1294,1,2
142.251.140.46,192.168.1.166,UDP,443,64054,9,589.0,70,1294,1,2
142.251.140.46,192.168.1.166,UDP,443,64314,9,588.1111111111111,70,1294,1,2
142.251.140.46,192.168.1.166,UDP,443,64315,9,588.0,70,1294,1,2
142.251.140.46,192.168.1.166,UDP,443,64547,14,635.0,68,1294,1,2
142.251.140.46,192.168.1.166,UDP,443,64548,14,617.8571428571429,66,1294,1,2
142.251.140.46,192.168.1.166,UDP,443,64761,54,190.5,66,1294,1,1
142.251.140.66,192.168.1.166,TCP,443,59689,13,425.38461538461536,54,1454,1,2
142.251.140.66,192.168.1.166,TCP,443,59690,17,347.2352941176471,54,1454,1,2
142.251.140.66,192.168.1.166,UDP,443,60768,14,565.9285714285714,66,1294,1,2
142.251.140.74,192.168.1.166,UDP,443,53302,53,367.24528301886795,67,1294,1,2
142.251.140.74,192.168.1.166,UDP,443,53303,27,258.8888888888889,66,1294,1,2
142.251.140.78,192.168.1.166,TCP,443,50335,21,591.6190476190476,54,1454,1,2
142.251.140.78,192.168.1.166,TCP,443,65414,32,923.375,54,1454,1,2
142.251.140.78,192.168.1.166,TCP,443,65415,9,562.7777777777778,54,1454,1,2
142.251.140.78,192.168.1.166,TCP,443,65416,9,562.6666666666666,54,1454,1,2
142.251.140.78,192.168.1.166,TCP,443,65417,10,511.9,54,1454,1,2
142.251.140.78,192.168.1.166,UDP,443,51329,9,800.2222222222222,68,1294,1,2
142.251.140.78,192.168.1.166,UDP,443,54612,288,601.7743055555555,66,1294,1,2
142.251.140.78,192.168.1.166,UDP,443,58056,13,642.4615384615385,69,1294,1,2
142.251.140.78,192.168.1.166,UDP,443,64759,9,588.1111111111111,70,1294,1,2
142.251.244.71,192.168.1.166,ICMP,Yok,Yok,3,134.0,134,134,1,1
142.251.38.227,192.168.1.166,TCP,443,62577,17,441.7647058823529,54,1454,1,2
142.251.38.227,192.168.1.166,UDP,443,63269,15,616.1333333333333,66,1292,1,2
142.251.38.234,192.168.1.166,TCP,443,50457,14,779.3571428571429,54,1454,1,2
142.251.38.234,192.168.1.166,TCP,443,50458,29,431.86206896551727,54,1454,1,2
142.251.38.234,192.168.1.166,TCP,443,50459,46,656.6304347826087,54,1454,1,2
142.251.38.234,192.168.1.166,TCP,443,50460,13,835.1538461538462,54,1454,1,2
142.251.38.234,192.168.1.166,TCP,443,50461,13,835.1538461538462,54,1454,1,2
142.251.38.234,192.168.1.166,TCP,443,50462,13,835.1538461538462,54,1454,1,2
142.251.38.234,192.168.1.166,UDP,443,59272,148,611.1824324324324,66,1294,1,2
143.215.76.161,192.168.1.166,TCP,443,65412,10,432.5,54,1454,1,2
146.190.62.39,192.168.1.166,TCP,80,65472,23,1128.4347826086957,54,1454,1,2
146.190.62.39,192.168.1.166,TCP,80,65476,6,362.0,54,972,1,2
146.190.62.39,192.168.1.166,TCP,80,65477,8,658.25,54,1337,1,2
146.190.62.39,192.168.1.166,TCP,80,65478,5,400.8,54,915,1,2
146.190.62.39,192.168.1.166,TCP,80,65479,12,923.75,54,1454,1,2
146.190.62.39,192.168.1.166,TCP,80,65480,8,551.875,54,1454,1,2
146.190.62.39,192.168.1.166,TCP,443,65470,8,583.125,54,1454,1,2
146.190.62.39,192.168.1.166,TCP,443,65471,8,583.0,54,1454,1,2
146.75.104.157,192.168.1.166,TCP,443,56579,36,647.8333333333334,54,1446,1,2
15.197.213.252,192.168.1.166,TCP,443,58317,81,1135.1728395061727,54,1454,1,2
150.171.22.12,192.168.1.166,TCP,443,65410,22,358.72727272727275,54,1454,1,2
150.171.22.12,192.168.1.166,UDP,443,52723,6,1085.3333333333333,162,1302,1,2
150.171.22.12,192.168.1.166,UDP,443,52916,27,540.1851851851852,69,1454,1,2
150.171.22.17,192.168.1.166,TCP,443,56693,20,485.85,54,1454,1,2
150.171.22.17,192.168.1.166,TCP,443,59688,16,328.25,54,1454,1,2
150.171.27.11,192.168.1.166,TCP,443,50632,18,647.3888888888889,54,1454,1,2
150.171.27.11,192.168.1.166,TCP,443,55055,13,99.6923076923077,54,325,1,1
150.171.28.10,192.168.1.166,TCP,443,50424,75,203.94666666666666,54,1454,1,2
150.171.28.10,192.168.1.166,TCP,443,56580,151,408.0066225165563,54,1454,1,2
150.171.28.11,192.168.1.166,TCP,443,50331,34,319.2647058823529,54,1454,1,2
150.171.28.11,192.168.1.166,TCP,443,52243,19,576.2631578947369,54,1454,1,2
150.171.28.11,192.168.1.166,TCP,443,52744,22,507.90909090909093,54,1454,1,2
150.171.28.11,192.168.1.166,TCP,443,55307,22,406.22727272727275,54,1454,1,2
150.171.28.11,192.168.1.166,TCP,443,56508,15,530.2,54,1454,1,2
150.171.28.11,192.168.1.166,TCP,443,57458,16,133.5,54,559,1,1
150.171.28.11,192.168.1.166,TCP,443,57877,17,472.47058823529414,54,1454,1,2
150.171.28.11,192.168.1.166,TCP,443,62771,41,642.3170731707318,54,1454,1,2
150.171.28.11,192.168.1.166,TCP,443,64550,13,572.6153846153846,54,1454,1,2
150.171.28.11,192.168.1.166,TCP,443,65405,23,466.4347826086956,54,1454,1,2
151.101.0.176,192.168.1.166,TCP,443,50370,169,1334.9763313609467,54,1446,1,2
151.101.0.176,192.168.1.166,UDP,443,53583,33,942.1515151515151,69,1322,1,2
151.101.1.140,192.168.1.166,TCP,443,65510,21,448.85714285714283,54,1446,1,2
151.101.1.140,192.168.1.166,TCP,443,65519,14,442.07142857142856,54,1446,1,2
151.101.1.140,192.168.1.166,UDP,443,60198,1691,1303.2773506800709,69,1322,1,2
151.101.128.176,192.168.1.166,TCP,443,50387,15,491.6666666666667,54,1446,1,2
151.101.129.140,192.168.1.166,TCP,443,65500,397,1350.4282115869019,54,1446,1,2
151.101.129.140,192.168.1.166,TCP,443,65501,17,395.4117647058824,54,1446,1,2
151.101.129.140,192.168.1.166,TCP,443,65502,13,472.3076923076923,54,1446,1,2
151.101.129.140,192.168.1.166,TCP,443,65503,29,382.6551724137931,54,1446,1,2
151.101.129.140,192.168.1.166,TCP,443,65504,13,472.3076923076923,54,1446,1,2
151.101.129.140,192.168.1.166,TCP,443,65505,13,472.3076923076923,54,1446,1,2
151.101.129.140,192.168.1.166,TCP,443,65506,14,442.42857142857144,54,1446,1,2
151.101.129.140,192.168.1.166,TCP,443,65507,14,442.42857142857144,54,1446,1,2
151.101.129.140,192.168.1.166,TCP,443,65508,13,472.3076923076923,54,1446,1,2
151.101.129.140,192.168.1.166,TCP,443,65509,13,467.3076923076923,54,1446,1,2
151.101.129.140,192.168.1.166,TCP,443,65515,41,863.390243902439,54,1446,1,2
151.101.129.140,192.168.1.166,TCP,443,65516,21,339.85714285714283,54,1446,1,2
151.101.129.140,192.168.1.166,TCP,443,65517,14,444.64285714285717,54,1446,1,2
151.101.129.140,192.168.1.166,UDP,443,55071,7,1000.8571428571429,70,1322,1,2
151.101.129.140,192.168.1.166,UDP,443,62304,93,1146.6881720430108,69,1322,1,2
151.101.129.91,192.168.1.166,TCP,443,52868,14,94.78571428571429,54,232,1,1
151.101.130.132,192.168.1.166,TCP,443,56587,75,274.26666666666665,54,1446,1,2
151.101.130.132,192.168.1.166,TCP,443,56588,15,473.26666666666665,54,1446,1,2
151.101.130.132,192.168.1.166,TCP,443,56589,15,473.26666666666665,54,1446,1,2
151.101.130.132,192.168.1.166,TCP,443,56590,15,473.26666666666665,54,1446,1,2
151.101.193.140,192.168.1.166,TCP,443,65512,13,472.38461538461536,54,1446,1,2
151.101.193.140,192.168.1.166,TCP,443,65518,56,1158.3214285714287,54,1446,1,2
151.101.193.140,192.168.1.166,UDP,443,55072,7,995.4285714285714,70,1322,1,2
151.101.193.55,192.168.1.166,TCP,443,63966,21,180.42857142857142,54,1446,1,2
151.101.193.91,192.168.1.166,TCP,443,65460,183,1255.5901639344263,54,1446,1,2
151.101.65.140,192.168.1.166,TCP,443,60633,46,508.45652173913044,54,1446,1,2
151.101.65.140,192.168.1.166,TCP,443,65499,284,747.4471830985915,54,1446,1,2
151.101.65.140,192.168.1.166,TCP,443,65511,13,466.9230769230769,54,1446,1,2
151.101.66.133,192.168.1.166,TCP,443,65494,22,214.72727272727272,54,1446,1,2
169.150.215.115,192.168.1.166,TCP,443,56581,130,1295.4615384615386,54,1454,1,2
169.150.215.115,192.168.1.166,TCP,443,56591,28,296.07142857142856,54,1454,1,2
17.253.57.205,192.168.1.166,TCP,80,51962,6,160.0,54,366,1,1
172.17.34.1,192.168.1.166,ICMP,Yok,Yok,12,70.0,70,70,1,1
172.217.169.106,192.168.1.166,TCP,443,50455,23,541.7826086956521,54,1454,1,2
172.217.169.106,192.168.1.166,TCP,443,50456,23,520.4347826086956,54,1454,1,2
172.217.169.106,192.168.1.166,UDP,443,51181,10,789.8,68,1294,1,2
172.217.169.129,192.168.1.166,TCP,443,49155,22,573.5,54,1454,1,2
172.217.169.129,192.168.1.166,TCP,443,50440,14,762.0,54,1454,1,2
172.217.169.129,192.168.1.166,TCP,443,64326,19,734.5263157894736,54,1454,1,2
172.217.169.129,192.168.1.166,UDP,443,51460,11,871.9090909090909,68,1294,1,2
172.217.169.129,192.168.1.166,UDP,443,52956,413,1248.2397094430992,70,1294,1,2
172.217.169.129,192.168.1.166,UDP,443,54825,519,1226.2832369942196,67,1294,1,2
172.217.169.129,192.168.1.166,UDP,443,58947,12,703.8333333333334,68,1294,1,2
172.217.169.129,192.168.1.166,UDP,443,60959,10,876.5,66,1292,1,2
172.217.169.138,192.168.1.166,TCP,443,50448,24,550.5416666666666,54,1454,1,2
172.217.169.138,192.168.1.166,TCP,443,50449,22,539.7727272727273,54,1454,1,2
172.217.169.138,192.168.1.166,TCP,443,59071,1,54.0,54,54,1,1
172.217.169.138,192.168.1.166,TCP,443,59072,1,54.0,54,54,1,1
172.217.169.138,192.168.1.166,TCP,443,59073,4,243.5,54,785,1,2
172.217.169.138,192.168.1.166,UDP,443,58098,10,790.7,68,1294,1,2
172.217.169.99,192.168.1.166,TCP,443,65514,277,1383.9314079422384,54,1454,1,2
172.217.169.99,192.168.1.166,UDP,443,50061,2358,1263.237913486005,68,1294,1,2
172.217.169.99,192.168.1.166,UDP,443,55070,344,1250.1279069767443,68,1294,1,2
172.217.169.99,192.168.1.166,UDP,443,58633,10,537.5,70,1294,1,2
172.217.169.99,192.168.1.166,UDP,443,64544,12,650.1666666666666,68,1294,1,2
172.217.17.102,192.168.1.166,TCP,443,50360,9,587.3333333333334,54,1454,1,2
172.217.17.102,192.168.1.166,TCP,443,50361,35,322.2857142857143,54,1454,1,2
172.217.17.102,192.168.1.166,TCP,443,50362,10,534.1,54,1454,1,2
172.217.17.102,192.168.1.166,TCP,443,50363,17,346.6470588235294,54,1454,1,2
172.217.17.102,192.168.1.166,TCP,443,50364,11,489.3636363636364,54,1454,1,2
172.217.17.102,192.168.1.166,TCP,443,50365,10,533.0,54,1454,1,2
172.217.17.102,192.168.1.166,UDP,443,63605,17,522.2352941176471,69,1294,1,2
172.217.17.102,192.168.1.166,UDP,443,64642,80,303.3,67,1294,1,2
172.217.17.104,192.168.1.166,TCP,443,50350,30,830.9333333333333,54,1454,1,2
172.217.17.104,192.168.1.166,UDP,443,54613,17,509.4117647058824,68,1294,1,2
172.217.17.104,192.168.1.166,UDP,443,58006,14,590.7142857142857,66,1294,1,2
172.217.17.106,192.168.1.166,TCP,443,50353,21,585.3809523809524,54,1454,1,2
172.217.17.106,192.168.1.166,TCP,443,50463,24,530.2916666666666,54,1454,1,2
172.217.17.106,192.168.1.166,UDP,443,54618,24,517.4583333333334,68,1294,1,2
172.217.17.106,192.168.1.166,UDP,443,58512,58,332.51724137931035,67,1294,1,2
172.217.17.106,192.168.1.166,UDP,443,59273,26,631.3076923076923,68,1294,1,2
172.217.17.106,192.168.1.166,UDP,443,63602,18,493.44444444444446,68,1294,1,2
172.217.17.123,192.168.1.166,TCP,443,50349,22,791.5909090909091,54,1454,1,2
172.217.17.123,192.168.1.166,UDP,443,54616,27,867.0,68,1294,1,2
172.217.17.123,192.168.1.166,UDP,443,58005,9,799.0,68,1294,1,2
172.217.17.131,192.168.1.166,TCP,443,49177,98,1255.0714285714287,54,1454,1,2
172.217.17.131,192.168.1.166,TCP,443,49178,10,511.9,54,1454,1,2
172.217.17.131,192.168.1.166,TCP,443,50332,13,205.0,54,1454,1,2
172.217.17.131,192.168.1.166,TCP,443,50334,11,470.3636363636364,54,1454,1,2
172.217.17.131,192.168.1.166,TCP,443,50336,16,402.5625,54,1454,1,2
172.217.17.131,192.168.1.166,TCP,443,50388,96,1278.5208333333333,54,1454,1,2
172.217.17.131,192.168.1.166,TCP,443,50389,9,562.7777777777778,54,1454,1,2
172.217.17.131,192.168.1.166,TCP,443,65463,3,58.0,54,66,1,1
172.217.17.131,192.168.1.166,TCP,443,65464,18,318.77777777777777,54,1454,1,2
172.217.17.131,192.168.1.166,TCP,443,65484,51,1041.5294117647059,54,1454,1,2
172.217.17.131,192.168.1.166,TCP,443,65485,10,511.8,54,1454,1,2
172.217.17.131,192.168.1.166,TCP,443,65486,10,511.9,54,1454,1,2
172.217.17.131,192.168.1.166,TCP,443,65522,92,1213.7065217391305,54,1454,1,2
172.217.17.131,192.168.1.166,TCP,443,65523,10,511.8,54,1454,1,2
172.217.17.131,192.168.1.166,TCP,443,65524,11,470.3636363636364,54,1454,1,2
