Kaynak_IP,Hedef_IP,Protokol,Kaynak_Port,Hedef_Port,Akis_Paket_Sayisi,Ort_Paket_Uzunlugu,Min_Paket_Uzunlugu,Max_Paket_Uzunlugu,Tekil_Protokol_Sayisi,Akis_Kumesi
192.168.1.166,34.107.221.82,TCP,59075,80,6,166.0,54,378,1,1
192.168.1.166,34.107.221.82,TCP,59076,80,6,171.66666666666666,54,395,1,1
192.168.1.166,34.107.243.93,TCP,52863,443,8,74.625,54,93,1,1
192.168.1.166,34.107.243.93,TCP,52865,443,7,65.42857142857143,54,82,1,1
192.168.1.166,34.120.208.123,TCP,50467,443,28,446.10714285714283,54,4684,1,2
192.168.1.166,34.120.208.123,TCP,51974,443,15,1839.8666666666666,54,16411,1,2
192.168.1.166,34.120.208.123,TCP,52855,443,56,506.9107142857143,54,5606,1,2
192.168.1.166,34.160.144.191,TCP,52871,443,2,101.0,55,147,1,1
192.168.1.166,34.160.144.191,TCP,56833,443,9,75.44444444444444,54,100,1,1
192.168.1.166,34.193.227.236,TCP,56971,443,10,330.1,54,1873,1,2
192.168.1.166,34.223.124.45,ICMP,Yok,Yok,94,104.63829787234043,74,106,1,1
192.168.1.166,34.223.124.45,TCP,49164,80,1,66.0,66,66,1,1
192.168.1.166,34.223.124.45,TCP,49168,80,1,66.0,66,66,1,1
192.168.1.166,34.223.124.45,TCP,58909,443,15,225.73333333333332,54,1951,1,2
192.168.1.166,34.223.124.45,TCP,58910,443,11,236.63636363636363,54,1951,1,2
192.168.1.166,34.223.124.45,TCP,58911,443,15,142.66666666666666,54,718,1,1
192.168.1.166,34.223.124.45,TCP,58912,443,9,140.22222222222223,54,718,1,1
192.168.1.166,34.223.124.45,TCP,58913,443,10,314.8,54,1973,1,2
192.168.1.166,34.223.124.45,TCP,58914,80,10,93.5,54,389,1,1
192.168.1.166,34.223.124.45,TCP,58915,80,5,66.0,66,66,1,1
192.168.1.166,34.223.124.45,TCP,65419,443,11,280.0,54,1951,1,2
192.168.1.166,34.223.124.45,TCP,65420,443,10,254.9,54,1951,1,2
192.168.1.166,34.223.124.45,TCP,65421,443,9,277.22222222222223,54,1951,1,2
192.168.1.166,34.223.124.45,TCP,65422,443,11,287.72727272727275,54,1976,1,2
192.168.1.166,34.223.124.45,TCP,65423,443,10,257.4,54,1976,1,2
192.168.1.166,34.223.124.45,TCP,65424,80,1,66.0,66,66,1,1
192.168.1.166,34.223.124.45,TCP,65425,80,1,66.0,66,66,1,1
192.168.1.166,34.223.124.45,TCP,65426,443,10,187.8,54,743,1,2
192.168.1.166,34.223.124.45,TCP,65427,443,11,175.63636363636363,54,743,1,2
192.168.1.166,34.223.124.45,TCP,65454,443,11,175.63636363636363,54,743,1,2
192.168.1.166,34.223.124.45,TCP,65461,443,17,197.11764705882354,54,743,1,2
192.168.1.166,34.223.124.45,TCP,65462,443,10,134.1,54,743,1,1
192.168.1.166,34.36.137.203,TCP,52856,443,10,71.7,54,93,1,1
192.168.1.166,34.95.127.121,TCP,56584,443,15,224.46666666666667,54,1951,1,2
192.168.1.166,34.95.127.121,UDP,57851,443,6,512.1666666666666,73,1294,1,2
192.168.1.166,35.244.154.8,TCP,65525,443,14,235.14285714285714,54,1951,1,2
192.168.1.166,35.244.154.8,UDP,64313,443,9,409.55555555555554,73,1294,1,2
192.168.1.166,40.101.76.178,TCP,52242,443,30,193.03333333333333,54,1816,1,2
192.168.1.166,40.101.78.130,TCP,49667,443,13,243.30769230769232,54,1816,1,2
192.168.1.166,40.101.78.130,UDP,63913,443,40,247.05,79,1292,1,1
192.168.1.166,40.118.94.234,TCP,65271,443,3,54.0,54,54,1,1
192.168.1.166,40.126.32.72,TCP,53223,443,5,1097.6,54,4980,1,2
192.168.1.166,40.126.32.72,TCP,63240,443,11,738.6363636363636,54,6894,1,2
192.168.1.166,40.126.32.72,TCP,65440,443,10,806.9,54,6892,1,2
192.168.1.166,40.126.32.99,TCP,57920,443,14,342.0,54,1783,1,2
192.168.1.166,40.126.32.99,TCP,61307,443,14,252.85714285714286,54,1974,1,2
192.168.1.166,40.65.111.94,TCP,52858,443,1,54.0,54,54,1,1
192.168.1.166,40.79.141.155,TCP,50435,443,12,419.25,54,2466,1,2
192.168.1.166,40.79.141.155,TCP,65455,443,18,1049.4444444444443,54,9225,1,2
192.168.1.166,44.235.52.190,TCP,50384,443,21,356.7142857142857,54,1957,1,2
192.168.1.166,44.235.52.190,TCP,50386,443,11,246.0,54,1957,1,2
192.168.1.166,52.109.32.97,TCP,65428,443,11,154.0909090909091,54,577,1,1
192.168.1.166,52.110.4.131,TCP,65430,443,1,66.0,66,66,1,1
192.168.1.166,52.110.4.131,TCP,65431,443,1,66.0,66,66,1,1
192.168.1.166,52.110.4.131,TCP,65443,443,13,1726.8461538461538,54,11760,1,2
192.168.1.166,52.110.4.131,TCP,65451,443,10,1128.8,54,10100,1,2
192.168.1.166,52.110.4.131,TCP,65452,443,10,1098.7,54,9800,1,2
192.168.1.166,52.110.4.131,TCP,65453,443,11,1035.3636363636363,54,10135,1,2
192.168.1.166,52.111.231.77,TCP,65450,443,11,354.72727272727275,54,2784,1,2
192.168.1.166,52.123.128.14,TCP,65447,443,7,374.0,54,1752,1,2
192.168.1.166,52.236.29.249,TCP,62823,443,22,284.1818181818182,54,1798,1,2
192.168.1.166,52.25.216.49,TCP,50390,443,24,482.625,54,3688,1,2
192.168.1.166,52.57.153.183,TCP,61655,443,21,186.0952380952381,54,1962,1,2
192.168.1.166,52.97.105.162,TCP,51971,443,7,404.85714285714283,54,1816,1,2
192.168.1.166,52.97.105.162,UDP,64459,443,27,321.44444444444446,79,1292,1,2
192.168.1.166,52.97.105.178,TCP,65445,443,269,1566.078066914498,54,4238,1,2
192.168.1.166,52.97.105.178,TCP,65446,443,10,168.0,54,991,1,2
192.168.1.166,52.97.105.178,TCP,65448,443,11,258.1818181818182,54,1756,1,2
192.168.1.166,52.97.105.178,TCP,65449,443,19,176.73684210526315,54,1842,1,2
192.168.1.166,52.97.105.178,TCP,65456,443,11,583.8181818181819,54,5170,1,2
192.168.1.166,52.98.241.194,TCP,56832,443,2,54.0,54,54,1,1
192.168.1.166,63.140.62.139,TCP,60868,443,17,503.29411764705884,54,2388,1,2
192.168.1.166,63.140.62.139,TCP,64294,443,6,821.0,54,1844,1,2
192.168.1.166,63.140.62.172,TCP,55206,443,12,535.0,54,2429,1,2
192.168.1.166,66.102.1.84,TCP,49167,443,46,107.1086956521739,54,1958,1,2
192.168.1.166,66.102.1.84,TCP,50382,443,47,106.0,54,1958,1,2
192.168.1.166,66.102.1.84,TCP,50414,443,17,226.2941176470588,54,1958,1,2
192.168.1.166,66.102.1.84,TCP,50417,443,21,196.47619047619048,54,1958,1,2
192.168.1.166,66.102.1.84,TCP,50418,443,9,288.77777777777777,54,1958,1,2
192.168.1.166,66.102.1.84,TCP,50419,443,124,395.8225806451613,54,4448,1,2
192.168.1.166,66.102.1.84,TCP,52484,443,8,292.875,54,1879,1,2
192.168.1.166,66.102.1.84,TCP,65520,443,44,110.43181818181819,54,1958,1,2
192.168.1.166,66.102.1.84,UDP,52244,443,7,439.14285714285717,89,1294,1,2
192.168.1.166,66.102.1.84,UDP,56317,443,70,152.35714285714286,73,1294,1,1
192.168.1.166,66.102.1.84,UDP,56924,443,266,160.22932330827066,71,1292,1,1
192.168.1.166,66.102.1.84,UDP,60341,443,63,212.34920634920636,73,1294,1,1
192.168.1.166,66.102.1.84,UDP,64310,443,44,172.86363636363637,71,1294,1,1
192.168.1.166,66.102.1.84,UDP,65347,443,44,195.75,73,1294,1,1
192.168.1.166,66.102.1.92,TCP,55784,443,15,331.8666666666667,54,2017,1,2
192.168.1.166,66.102.1.92,UDP,58511,443,7,451.2857142857143,73,1294,1,2
192.168.1.166,72.14.220.76,UDP,137,137,3,92.0,92,92,1,1
192.168.1.166,74.125.71.94,TCP,50426,443,17,343.1764705882353,54,2699,1,2
192.168.1.166,74.125.71.94,UDP,54822,443,8,420.75,71,1294,1,2
192.168.1.166,74.242.255.116,TCP,52145,443,13,471.0,54,3264,1,2
192.168.1.166,74.242.255.116,TCP,64992,443,12,476.6666666666667,54,3212,1,2
192.168.1.166,76.76.21.164,TCP,65411,443,17,187.88235294117646,54,1954,1,2
192.168.1.166,92.223.124.59,TCP,51476,80,6,106.0,54,342,1,1
192.168.1.166,92.223.124.59,TCP,51477,80,7,138.85714285714286,54,342,1,1
192.168.1.166,95.100.171.136,TCP,50633,443,12,119.58333333333333,54,524,1,1
192.168.1.166,95.101.201.210,TCP,52857,443,3,54.0,54,54,1,1
192.168.1.166,98.66.133.186,TCP,52808,443,2,55.0,55,55,1,1
192.168.1.172,192.168.1.255,UDP,32783,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,32838,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,33402,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,33536,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,33598,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,33663,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,33855,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,33858,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,35182,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,35222,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,35362,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,35470,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,35510,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,35522,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,36095,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,37020,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,37263,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,37360,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,37505,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,37631,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,37973,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,38075,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,38290,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,38330,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,38423,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,38587,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,38619,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,39193,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,41152,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,41475,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,41756,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,41913,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,42128,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,42163,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,42706,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,42819,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,42953,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,43051,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,43168,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,44408,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,44490,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,44776,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,45269,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,45282,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,45452,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,45670,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,46060,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,46422,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,46808,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,46911,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,47435,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,47472,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,47597,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,47613,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,47748,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,47864,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,47945,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,48610,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,48635,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,48673,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,49234,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,49402,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,49471,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,49485,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,49981,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,50047,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,50088,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,50507,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,50981,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,51181,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,51321,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,51367,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,51731,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,51739,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,51852,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,52092,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,52190,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,52223,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,52478,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,52483,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,52822,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,52892,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,53548,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,53635,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,53759,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,53871,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,55000,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,55201,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,55386,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,55486,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,55679,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,55904,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,56423,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,56736,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,57258,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,57743,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,57957,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,58624,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,58809,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,58921,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,58930,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,59409,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,59570,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,59647,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,59831,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,59883,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,60060,58866,1,121.0,121,121,1,1
192.168.1.172,192.168.1.255,UDP,60149,58866,1,121.0,121,121,1,1
193.255.208.220,192.168.1.166,TCP,443,65495,12,389.4166666666667,54,1454,1,2
195.175.180.121,192.168.1.166,TCP,443,51895,10,521.4,54,1454,1,2
195.175.180.121,192.168.1.166,UDP,443,61505,29,617.2413793103449,63,1292,1,2
195.175.180.129,192.168.1.166,TCP,443,61555,12,447.9166666666667,54,1454,1,2
195.175.180.129,192.168.1.166,UDP,443,55853,564,1267.7287234042553,63,1292,1,2
195.175.180.144,192.168.1.166,TCP,443,49714,61,473.9836065573771,54,1454,1,2
195.175.180.144,192.168.1.166,TCP,443,61913,61,578.5409836065573,54,1454,1,2
195.175.180.169,192.168.1.166,UDP,443,57098,32,387.59375,63,1292,1,2
195.175.180.194,192.168.1.166,TCP,443,51959,9,159.0,54,357,1,1
195.175.180.194,192.168.1.166,UDP,443,61998,15,512.0666666666667,63,1292,1,2
195.175.180.200,192.168.1.166,UDP,443,53108,28,368.35714285714283,63,1292,1,2
195.175.180.200,192.168.1.166,UDP,443,61124,18,348.3333333333333,63,1292,1,2
195.175.181.184,192.168.1.166,UDP,443,57184,13,623.7692307692307,66,1294,1,2
195.72.78.176,192.168.1.166,ICMP,Yok,Yok,3,70.0,70,70,1,1
2.17.233.65,192.168.1.166,TCP,80,51961,6,143.66666666666666,54,317,1,1
2.18.69.17,192.168.1.166,TCP,443,58907,10,520.8,54,1454,1,2
2.18.79.136,192.168.1.166,TCP,80,51089,5,163.6,54,322,1,1
2.20.134.82,192.168.1.166,TCP,443,49992,17,122.05882352941177,54,473,1,1
2.20.134.83,192.168.1.166,TCP,443,61659,105,1109.752380952381,54,1454,1,2
2.20.134.99,192.168.1.166,TCP,443,51079,21,400.3333333333333,54,1454,1,2
2.20.62.57,192.168.1.166,TCP,443,51138,15,746.3333333333334,54,1454,1,2
2.20.62.57,192.168.1.166,TCP,443,56194,16,736.75,54,1454,1,2
2.20.62.57,192.168.1.166,TCP,443,64898,11,472.72727272727275,54,1454,1,2
20.190.147.9,192.168.1.166,TCP,443,56019,39,1068.7435897435898,54,1454,1,2
20.190.147.9,192.168.1.166,TCP,443,56020,22,1059.7272727272727,54,1454,1,2
20.190.177.19,192.168.1.166,TCP,443,51698,10,679.8,54,1454,1,2
20.231.128.67,192.168.1.166,TCP,443,65444,20,878.45,54,1454,1,2
20.42.65.89,192.168.1.166,TCP,443,64249,31,294.03225806451616,54,1454,1,2
20.54.232.160,192.168.1.166,TCP,443,52859,1,54.0,54,54,1,1
20.54.232.160,192.168.1.166,TCP,443,52860,1,54.0,54,54,1,1
20.54.232.160,192.168.1.166,TCP,443,52861,2,54.0,54,54,1,1
20.54.232.160,192.168.1.166,TCP,443,52862,1,54.0,54,54,1,1
212.156.104.158,192.168.1.166,ICMP,Yok,Yok,3,134.0,134,134,1,1
212.156.139.60,192.168.1.166,ICMP,Yok,Yok,3,134.0,134,134,1,1
212.156.46.217,192.168.1.166,ICMP,Yok,Yok,1,134.0,134,134,1,1
216.239.34.21,192.168.1.166,TCP,443,51972,20,291.2,54,1454,1,2
216.239.34.21,192.168.1.166,TCP,443,56592,251,891.4143426294821,54,1454,1,2
216.239.38.181,192.168.1.166,TCP,443,50367,20,441.9,54,1454,1,2
216.239.38.181,192.168.1.166,UDP,443,53357,56,216.92857142857142,66,1294,1,1
216.239.38.181,192.168.1.166,UDP,443,59065,10,813.8,68,1294,1,2
216.239.38.223,192.168.1.166,TCP,443,56831,8,132.875,54,610,1,1
216.239.38.223,192.168.1.166,TCP,443,59074,1,54.0,54,54,1,1
216.58.212.17,192.168.1.166,TCP,443,55793,13,471.0769230769231,54,1454,1,2
216.58.212.17,192.168.1.166,TCP,443,65468,19,353.05263157894734,54,1454,1,2
216.58.212.17,192.168.1.166,UDP,443,59232,13,673.7692307692307,66,1294,1,2
216.58.212.17,192.168.1.166,UDP,443,61120,13,514.5384615384615,66,1294,1,2
216.58.212.17,192.168.1.166,UDP,443,62168,13,515.1538461538462,66,1294,1,2
216.58.212.17,192.168.1.166,UDP,443,62781,13,674.5384615384615,66,1294,1,2
216.58.212.17,192.168.1.166,UDP,443,64543,17,598.1176470588235,66,1294,1,2
216.58.212.33,192.168.1.166,TCP,443,50342,14,762.0,54,1454,1,2
216.58.212.33,192.168.1.166,TCP,443,50345,13,816.4615384615385,54,1454,1,2
216.58.212.33,192.168.1.166,TCP,443,50346,14,762.0,54,1454,1,2
216.58.212.33,192.168.1.166,TCP,443,50347,1948,1444.1149897330595,54,1454,1,2
216.58.212.33,192.168.1.166,TCP,443,50348,11,955.1818181818181,54,1454,1,2
216.58.212.33,192.168.1.166,TCP,443,65418,21,536.9047619047619,54,1454,1,2
216.58.212.33,192.168.1.166,TCP,443,65533,22,638.5909090909091,54,1454,1,2
216.58.212.33,192.168.1.166,UDP,443,51328,17,916.2352941176471,68,1294,1,2
216.58.212.33,192.168.1.166,UDP,443,51459,9,588.6666666666666,70,1294,1,2
216.58.212.33,192.168.1.166,UDP,443,60993,12,613.9166666666666,69,1294,1,2
216.58.212.33,192.168.1.166,UDP,443,61116,15,754.0666666666667,69,1294,1,2
216.58.212.34,192.168.1.166,TCP,443,50377,39,574.0769230769231,54,1454,1,2
216.58.212.34,192.168.1.166,TCP,443,50379,10,536.7,54,1454,1,2
216.58.212.34,192.168.1.166,TCP,443,50380,5,66.0,66,66,1,1
216.58.212.34,192.168.1.166,TCP,443,50381,5,66.0,66,66,1,1
216.58.212.34,192.168.1.166,TCP,443,50391,16,527.0625,54,1454,1,2
216.58.212.34,192.168.1.166,TCP,443,56583,5,61.2,54,66,1,1
216.58.212.34,192.168.1.166,TCP,443,56595,18,358.44444444444446,54,1454,1,2
216.58.212.34,192.168.1.166,TCP,443,65465,17,336.05882352941177,54,1454,1,2
216.58.212.34,192.168.1.166,UDP,443,52596,24,396.25,66,1294,1,2
216.58.212.34,192.168.1.166,UDP,443,53585,32,738.0625,69,1294,1,2
216.58.212.34,192.168.1.166,UDP,443,54617,121,602.1074380165289,66,1294,1,2
216.58.212.34,192.168.1.166,UDP,443,55622,23,590.3913043478261,68,1294,1,2
216.58.212.34,192.168.1.166,UDP,443,61118,13,452.0769230769231,66,1294,1,2
216.58.212.34,192.168.1.166,UDP,443,62166,13,452.6923076923077,66,1294,1,2
216.58.212.34,192.168.1.166,UDP,443,64542,12,694.75,68,1294,1,2
216.58.212.42,192.168.1.166,TCP,443,50451,22,599.8636363636364,54,1454,1,2
216.58.212.42,192.168.1.166,TCP,443,50452,29,428.9655172413793,54,1454,1,2
216.58.212.42,192.168.1.166,TCP,443,50453,13,835.1538461538462,54,1454,1,2
216.58.212.42,192.168.1.166,TCP,443,50454,13,835.1538461538462,54,1454,1,2
216.58.212.42,192.168.1.166,UDP,443,60816,15,666.3333333333334,68,1294,1,2
216.58.212.46,192.168.1.166,TCP,443,50338,12,644.75,54,1454,1,2
216.58.212.46,192.168.1.166,TCP,443,50339,26,457.53846153846155,54,1454,1,2
216.58.212.46,192.168.1.166,UDP,443,52823,10,812.6,68,1294,1,2
216.58.212.6,192.168.1.166,TCP,443,50354,10,532.9,54,1454,1,2
216.58.212.6,192.168.1.166,TCP,443,50355,10,532.9,54,1454,1,2
216.58.212.6,192.168.1.166,TCP,443,50356,10,532.8,54,1454,1,2
216.58.212.6,192.168.1.166,TCP,443,50357,10,533.0,54,1454,1,2
216.58.212.6,192.168.1.166,TCP,443,50358,36,228.52777777777777,54,1454,1,2
216.58.212.6,192.168.1.166,TCP,443,50359,11,491.45454545454544,54,1454,1,2
216.58.212.6,192.168.1.166,UDP,443,63604,13,611.4615384615385,67,1294,1,2
216.58.212.6,192.168.1.166,UDP,443,64641,78,178.85897435897436,67,1294,1,1
216.58.213.100,192.168.1.166,TCP,443,56573,17,346.52941176470586,54,1454,1,2
216.58.213.100,192.168.1.166,TCP,443,61653,18,315.0,54,1454,1,2
216.58.213.100,192.168.1.166,TCP,443,65513,19,367.7894736842105,54,1454,1,2
216.58.213.100,192.168.1.166,UDP,443,51713,55,338.1818181818182,66,1294,1,2
216.58.213.100,192.168.1.166,UDP,443,52724,834,1142.8848920863309,66,1294,1,2
216.58.213.100,192.168.1.166,UDP,443,52725,113,239.50442477876106,68,1294,1,2
216.58.213.100,192.168.1.166,UDP,443,54623,45,565.0,68,1294,1,2
216.58.213.100,192.168.1.166,UDP,443,54824,782,947.3721227621484,66,1294,1,2
216.58.213.100,192.168.1.166,UDP,443,56971,29,957.8965517241379,68,1294,1,2
216.58.213.100,192.168.1.166,UDP,443,57967,28,929.9642857142857,69,1294,1,2
216.58.213.100,192.168.1.166,UDP,443,58054,56,396.0892857142857,68,1294,1,2
216.58.213.100,192.168.1.166,UDP,443,58055,373,849.4638069705094,67,1294,1,2
216.58.213.100,192.168.1.166,UDP,443,60199,85,940.9411764705883,68,1294,1,2
216.58.213.100,192.168.1.166,UDP,443,61117,304,960.266447368421,67,1294,1,2
216.58.213.100,192.168.1.166,UDP,443,63243,31,357.03225806451616,66,1294,1,2
216.58.213.100,192.168.1.166,UDP,443,64053,28,900.6428571428571,70,1294,1,2
216.58.213.106,192.168.1.166,TCP,443,50343,18,574.6111111111111,54,1454,1,2
216.58.213.106,192.168.1.166,TCP,443,50344,13,436.15384615384613,54,1454,1,2
216.58.213.106,192.168.1.166,TCP,443,50405,16,688.75,54,1454,1,2
216.58.213.106,192.168.1.166,TCP,443,50408,4,66.0,66,66,1,1
216.58.213.106,192.168.1.166,TCP,443,50409,57,941.0175438596491,54,1454,1,2
216.58.213.106,192.168.1.166,TCP,443,50434,19,592.6315789473684,54,1454,1,2
216.58.213.106,192.168.1.166,TCP,443,65481,21,382.23809523809524,54,1454,1,2
216.58.213.106,192.168.1.166,UDP,443,50413,10,790.7,68,1294,1,2
216.58.213.106,192.168.1.166,UDP,443,50416,10,789.9,68,1294,1,2
216.58.213.106,192.168.1.166,UDP,443,53301,8,640.375,70,1294,1,2
216.58.213.106,192.168.1.166,UDP,443,53846,9,815.3333333333334,68,1294,1,2
216.58.213.106,192.168.1.166,UDP,443,54615,11,683.0909090909091,68,1294,1,2
216.58.213.106,192.168.1.166,UDP,443,54619,17,700.1764705882352,68,1294,1,2
216.58.213.106,192.168.1.166,UDP,443,54772,16,561.75,69,1294,1,2
216.58.213.106,192.168.1.166,UDP,443,54826,10,790.2,68,1294,1,2
216.58.213.106,192.168.1.166,UDP,443,54831,47,1066.9787234042553,68,1294,1,2
216.58.213.106,192.168.1.166,UDP,443,62783,74,867.581081081081,68,1294,1,2
